"ID","Active (0/1)","Name","Category","Price tax excluded","Tax rules ID","Wholesale price","On sale (0/1)","Discount amount","Discount percent","Discount from (yyyy-mm-dd)","Discount to (yyyy-mm-dd)","Reference","Supplier reference","Supplier","Manufacturer","EAN13","UPC","MPN","Ecotax","Width","Height","Depth","Weight","Delivery time of in-stock products","Delivery time of out-of-stock products with allowed orders","Quantity","Minimal quantity","Low stock level","Send me an email when the quantity is under this level","Visibility","Additional shipping cost","Unity","Unit price","Summary","Description","Tags (x,y,z...)","Meta title","Meta keywords","Meta description","URL rewritten","Text when in stock","Text when backorder allowed","Available for order (0 = No, 1 = Yes)","Product available date","Product creation date","Show price (0 = No, 1 = Yes)","Image URLs (x,y,z...)","Image alt texts (x,y,z...)","Delete existing images (0 = No, 1 = Yes)","Feature(Name:Value:Position)","Available online only (0 = No, 1 = Yes)","Condition","Customizable (0 = No, 1 = Yes)","Uploadable files (0 = No, 1 = Yes)","Text fields (0 = No, 1 = Yes)","Out of stock action","Virtual product","File URL","Number of allowed downloads","Expiration date","Number of days","ID / Name of shop","Advanced stock management","Depends On Stock","Warehouse","Acessories  (x,y,z...)"
60510032,1,"SOLHETTA","Żarówki LED",12.99,1,12.99,0,0,0,"2021-11-17","2021-11-17",60510032,60510032,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E14 470 lumenów, kula opalowa biel","Ta energooszczędna i trwała żarówka LED ma żywotność około 25 000 godzin i rozprowadza przyjemne, ciepłe, białe światło, które podkreślają naturalne kolory w pomieszczeniu.","","Meta title-SOLHETTA","Meta keywords-SOLHETTA","Meta description-SOLHETTA","SOLHETTA-60510032","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-470-lumenow-kula-opalowa-biel__0989128_pe818394_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-470-lumenow-kula-opalowa-biel__0879615_pe614864_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-470-lumenow-kula-opalowa-biel__0967529_pe810181_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-470-lumenow-kula-opalowa-biel__0281488_pe383265_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
90408603,1,"TRÅDFRI","Żarówki LED",39.99,1,39.99,0,0,0,"2021-11-17","2021-11-17",90408603,90408603,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED GU10 400 lumenów, bezprzewodowy przyciemniany białe spektrum","Teraz każdy może wygodnie korzystać z inteligentnego oświetlenia. Ta żarówka pozwala wybrać jeden z 3 kolorów i zmieniać oświetlenie z ciepłego na zimne - i przyciemniać, dzięki czemu można dostosować światło do różnych czynności.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-90408603","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-gu10-400-lumenow-bezprzewodowy-przyciemniany-biale-spektrum__0609124_pe684338_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-gu10-400-lumenow-bezprzewodowy-przyciemniany-biale-spektrum__0758349_pe749675_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
70408246,1,"ROLLSBO","Żarówki LED",14.99,1,14.99,0,0,0,"2021-11-17","2021-11-17",70408246,70408246,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E14 200 lumenów, można przyciemniać/żyrandol brązowe szkło przezroczyste","Żarówka LED zużywa do 85% mniej energii, a jej żywotność jest 10 razy dłuższa od zwykłych żarówek.","","Meta title-ROLLSBO","Meta keywords-ROLLSBO","Meta description-ROLLSBO","ROLLSBO-70408246","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e14-200-lumenow-mozna-przyciemniac-zyrandol-brazowe-szklo-przezroczyste__0990081_pe818740_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e14-200-lumenow-mozna-przyciemniac-zyrandol-brazowe-szklo-przezroczyste__0880783_pe670201_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e14-200-lumenow-mozna-przyciemniac-zyrandol-brazowe-szklo-przezroczyste__0880786_pe670202_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
10416391,1,"RYET","Żarówki LED",7.99,1,7.99,0,0,0,"2021-11-17","2021-11-17",10416391,10416391,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"LED żar E14 gruszka 80 lumenów, przezroczysta","Żarówka LED zużywa do 85% mniej energii, a jej żywotność jest 10 razy dłuższa od zwykłych żarówek.","","Meta title-RYET","Meta keywords-RYET","Meta description-RYET","RYET-10416391","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/ryet-led-zar-e14-gruszka-80-lumenow-przezroczysta__0722193_pe733514_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
498735,1,"SOLHETTA","Żarówki LED",12.99,1,12.99,0,0,0,"2021-11-17","2021-11-17",498735,498735,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E14 470 lumenów, żyrandol/opalowa biel","Ta energooszczędna i trwała żarówka LED ma żywotność około 25 000 godzin i rozprowadza przyjemne, ciepłe, białe światło, które podkreślają naturalne kolory w pomieszczeniu.","","Meta title-SOLHETTA","Meta keywords-SOLHETTA","Meta description-SOLHETTA","SOLHETTA-498735","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-470-lumenow-zyrandol-opalowa-biel__0989066_pe818349_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-470-lumenow-zyrandol-opalowa-biel__0879255_pe614067_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
20513495,1,"MOLNART","Żarówki LED",39.99,1,39.99,0,0,0,"2021-11-17","2021-11-17",20513495,20513495,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E27 100 lumenów, kula/czarny szkło bezbarwne","Dzięki tej żarówce LED światło wydobywa się z dolnej części czarnej szklanej kuli i rozprowadza kierunkowe światło, kiedy włączysz lampę. Dekoracyjna, odlotowa - i idealna w nowoczesnej lampie wiszącej.","","Meta title-MOLNART","Meta keywords-MOLNART","Meta description-MOLNART","MOLNART-20513495","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/molnart-zarowka-led-e27-100-lumenow-kula-czarny-szklo-bezbarwne__0989750_pe818589_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/molnart-zarowka-led-e27-100-lumenow-kula-czarny-szklo-bezbarwne__1011616_pe828510_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/molnart-zarowka-led-e27-100-lumenow-kula-czarny-szklo-bezbarwne__1011619_pe828512_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/molnart-zarowka-led-e27-100-lumenow-kula-czarny-szklo-bezbarwne__1011618_pe828513_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/molnart-zarowka-led-e27-100-lumenow-kula-czarny-szklo-bezbarwne__1011620_pe828511_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
50365827,1,"LEDARE","Żarówki LED",12.99,1,12.99,0,0,0,"2021-11-17","2021-11-17",50365827,50365827,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E14 R50 400lm, ciepłe przyciemniane","Oświetlenie LED zużywa do 85% mniej energii i wystarcza na 25 razy dłużej niż tradycyjne żarówki. ","","Meta title-LEDARE","Meta keywords-LEDARE","Meta description-LEDARE","LEDARE-50365827","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/ledare-zarowka-led-e14-r50-400lm-cieple-przyciemniane__0557570_pe660871_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
99437026,1,"TRÅDFRI","Żarówki LED",278.98,1,278.98,0,0,0,"2021-11-17","2021-11-17",99437026,99437026,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Zestaw gateway, biały","Łatwo zacząć od inteligentnego zestawu TRÅDFRI, który obekmuje bramkę, pilot zdalnego sterowania i 2 żarówki LED E27 (duża podstawa) z białym spektrum światła.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-99437026","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-gateway-bialy__1038571_pe839744_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-gateway-bialy__0948380_pe798989_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-gateway-bialy__0959601_pe806091_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-gateway-bialy__0758348_pe749674_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-gateway-bialy__0773338_pe756272_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
365085,1,"LEDARE","Żarówki LED",19.99,1,19.99,0,0,0,"2021-11-17","2021-11-17",365085,365085,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED GX53 1000 lumen, ciepłe przyciemniane/regulacja kąta świecenia","Relaks czy praca? To oświetlenie nadaje się do jednego i drugiego. Ma dwa tryby pozwalające wybrać oświetlenie ogólne lub skoncentrowane na mniejszej powierzchni. A co więcej, ma mozliwość przyciemniania.","","Meta title-LEDARE","Meta keywords-LEDARE","Meta description-LEDARE","LEDARE-365085","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/ledare-zarowka-led-gx53-1000-lumen-cieple-przyciemniane-regulacja-kata-swiecenia__0557567_pe660874_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
40416417,1,"RYET","Żarówki LED",7.99,1,7.99,0,0,0,"2021-11-17","2021-11-17",40416417,40416417,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E27 100 lumenów, kula przezroczysta","Żarówka LED zużywa do 85% mniej energii, a jej żywotność jest 10 razy dłuższa od zwykłych żarówek.","","Meta title-RYET","Meta keywords-RYET","Meta description-RYET","RYET-40416417","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/ryet-zarowka-led-e27-100-lumenow-kula-przezroczysta__0682752_pe720553_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
80513416,1,"TRÅDFRI","Żarówki LED",79.99,1,79.99,0,0,0,"2021-11-17","2021-11-17",80513416,80513416,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Zestaw zdalnego sterowania, białe spektrum","Teraz korzystanie z inteligentnego oświetlenia jest naprawdę łatwe. Za pomocą tego fabrycznie sparowanego zestawu można wykorzystać pilot do włączania i wyłączania, przełączania tonów białego światła i przyciemniać, aby stworzyć odpowiedni nastrój.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-80513416","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__1008846_pe827336_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__1022967_pe833010_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__0960440_pe806709_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__0948380_pe798989_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__0959555_pe806080_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__1039539_pe840208_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
10435926,1,"TRÅDFRI","Żarówki LED",60,1,60,0,0,0,"2021-11-17","2021-11-17",10435926,10435926,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Zestaw ze ściemniaczem","Korzystanie z inteligentnego oświetlenia jest teraz naprawdę łatwe. Za pomocą tego wstępnie sparowanemu zestawu można używać ściemniacza bezprzewodowego do włączania i wyłączania oraz przyciemniania, aby zawsze mieć odpowiednie światło i nastrój w domu.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-10435926","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-ze-sciemniaczem__0710407_pe727526_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-ze-sciemniaczem__0716547_pe730910_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-ze-sciemniaczem__0773339_pe756274_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
60498761,1,"SOLHETTA","Żarówki LED",7.99,1,7.99,0,0,0,"2021-11-17","2021-11-17",60498761,60498761,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E14 250 lumenów, żyrandol/przezroczysta","Ta energooszczędna i trwała żarówka LED ma żywotność około 25 000 godzin i rozprowadza przyjemne, ciepłe, białe światło, które podkreślają naturalne kolory w pomieszczeniu.","","Meta title-SOLHETTA","Meta keywords-SOLHETTA","Meta description-SOLHETTA","SOLHETTA-60498761","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-250-lumenow-zyrandol-przezroczysta__0989092_pe818356_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-250-lumenow-zyrandol-przezroczysta__0880690_pe707544_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
90498707,1,"SOLHETTA","Żarówki LED",12.99,1,12.99,0,0,0,"2021-11-17","2021-11-17",90498707,90498707,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E14 470 lumenów, kula opalowa biel","Ta energooszczędna i trwała żarówka LED ma żywotność około 25 000 godzin i rozprowadza przyjemne, ciepłe, białe światło, które podkreślają naturalne kolory w pomieszczeniu.","","Meta title-SOLHETTA","Meta keywords-SOLHETTA","Meta description-SOLHETTA","SOLHETTA-90498707","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-470-lumenow-kula-opalowa-biel__0988988_pe818303_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/solhetta-zarowka-led-e14-470-lumenow-kula-opalowa-biel__0888340_ph168817_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
30408470,1,"TRÅDFRI","Żarówki LED",79.99,1,79.99,0,0,0,"2021-11-17","2021-11-17",30408470,30408470,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E27 806 lumenów, bezprzewodowy przyciemniany białe spektrum/kula przezroczysta","Teraz każdy może wygodnie korzystać z inteligentnego oświetlenia. Ta żarówka pozwala wybrać jeden z 3 kolorów i zmieniać oświetlenie z ciepłego na zimne - i przyciemniać, dzięki czemu można dostosować światło do różnych czynności.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-30408470","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-e27-806-lumenow-bezprzewodowy-przyciemniany-biale-spektrum-kula-przezroczysta__0609094_pe684318_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
70424312,1,"TRÅDFRI","Żarówki LED",39.99,1,39.99,0,0,0,"2021-11-17","2021-11-17",70424312,70424312,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E14 470 lumenów, bezprzewodowy przyciemniany białe spektrum/żyrandol opalowa biel","Teraz każdy może wygodnie korzystać z inteligentnego oświetlenia. Ta żarówka pozwala wybrać jeden z 3 kolorów i zmieniać oświetlenie z ciepłego na zimne - i przyciemniać, dzięki czemu można dostosować światło do różnych czynności.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-70424312","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-e14-470-lumenow-bezprzewodowy-przyciemniany-biale-spektrum-zyrandol-opalowa-biel__0752383_pe747429_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
20441333,1,"TRÅDFRI","Żarówki LED",49.99,1,49.99,0,0,0,"2021-11-17","2021-11-17",20441333,20441333,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E27 470 lumenów, bezprzewodowy przyciemniany białe spektrum/kula białe szkło matowe","Stosowanie inteligentnego oświetlenia jest teraz proste. Ta ozdobna żarówka pozwoli stworzyć właściwy nastrój i wygląd w domu. Przyciemniaj bezprzewodowo i przełączaj między trzema białymi odcieniami, które pasują Tobie i do Twojego wystroju.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-20441333","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-e27-470-lumenow-bezprzewodowy-przyciemniany-biale-spektrum-kula-biale-szklo-matowe__0832356_pe777661_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-e27-470-lumenow-bezprzewodowy-przyciemniany-biale-spektrum-kula-biale-szklo-matowe__0925982_pe788998_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-e27-470-lumenow-bezprzewodowy-przyciemniany-biale-spektrum-kula-biale-szklo-matowe__0969989_pe810921_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
20495910,1,"TRÅDFRI","Żarówki LED",149,1,149,0,0,0,"2021-11-17","2021-11-17",20495910,20495910,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Zestaw zdalnego sterowania, białe spektrum","Teraz korzystanie z inteligentnego oświetlenia jest naprawdę łatwe. Za pomocą tego fabrycznie sparowanego zestawu można wykorzystać pilot do włączania i wyłączania, przełączania tonów białego światła i przyciemniać, aby stworzyć odpowiedni nastrój.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-20495910","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__1008883_pe827360_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__1035501_pe838106_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zestaw-zdalnego-sterowania-biale-spektrum__0975650_ph172913_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
400418,1,"TOSTHULT","Żarówki LED",39.99,1,39.99,0,0,0,"2021-11-17","2021-11-17",400418,400418,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Akumulatorowa żarówka LED","Podczas awarii zasilania wystarczy nacisnąć przycisk żarówki, aby ją włączyć.","","Meta title-TOSTHULT","Meta keywords-TOSTHULT","Meta description-TOSTHULT","TOSTHULT-400418","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tosthult-akumulatorowa-zarowka-led__0594954_pe675907_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tosthult-akumulatorowa-zarowka-led__0882574_pe675906_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
80488582,1,"ROLLSBO","Żarówki LED",99.99,1,99.99,0,0,0,"2021-11-17","2021-11-17",80488582,80488582,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E27 120 lumenów, można przyciemniać w kształcie elipsy/ciemnofioletowy szkło bezbarwne","Przyciemniane przezroczyste szkło rozprasza ciepłe i dekoracyjne światło.","","Meta title-ROLLSBO","Meta keywords-ROLLSBO","Meta description-ROLLSBO","ROLLSBO-80488582","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e27-120-lumenow-mozna-przyciemniac-w-ksztalcie-elipsy-ciemnofioletowy-szklo-bezbarwne__0852596_pe780199_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e27-120-lumenow-mozna-przyciemniac-w-ksztalcie-elipsy-ciemnofioletowy-szklo-bezbarwne__0914351_pe783958_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e27-120-lumenow-mozna-przyciemniac-w-ksztalcie-elipsy-ciemnofioletowy-szklo-bezbarwne__0914383_pe783975_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e27-120-lumenow-mozna-przyciemniac-w-ksztalcie-elipsy-ciemnofioletowy-szklo-bezbarwne__0914359_pe783964_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e27-120-lumenow-mozna-przyciemniac-w-ksztalcie-elipsy-ciemnofioletowy-szklo-bezbarwne__0914360_pe783963_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/rollsbo-zarowka-led-e27-120-lumenow-mozna-przyciemniac-w-ksztalcie-elipsy-ciemnofioletowy-szklo-bezbarwne__0914374_pe783970_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
60420041,1,"TRÅDFRI","Żarówki LED",34.99,1,34.99,0,0,0,"2021-11-17","2021-11-17",60420041,60420041,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED GU10 400 lumenów, bezprzewodowy przyciemniany ciepły biały","Dzięki inteligentnej żarówce LED możesz dostosować oświetlenie do różnych czynności, na przykład przyciemnić oświetlenie, aby uzyskać przytulną atmosferę.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-60420041","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-gu10-400-lumenow-bezprzewodowy-przyciemniany-cieply-bialy__0821882_pe775374_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
20365094,1,"LEDARE","Żarówki LED",14.99,1,14.99,0,0,0,"2021-11-17","2021-11-17",20365094,20365094,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED GX53 600 lumen, ciepłe przyciemniane/regulacja kąta świecenia","Relaks czy praca? To oświetlenie nadaje się do jednego i drugiego. Ma dwa tryby pozwalające wybrać oświetlenie ogólne lub skoncentrowane na mniejszej powierzchni. A co więcej, ma mozliwość przyciemniania.","","Meta title-LEDARE","Meta keywords-LEDARE","Meta description-LEDARE","LEDARE-20365094","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/ledare-zarowka-led-gx53-600-lumen-cieple-przyciemniane-regulacja-kata-swiecenia__0557568_pe660872_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/ledare-zarowka-led-gx53-600-lumen-cieple-przyciemniane-regulacja-kata-swiecenia__0758355_pe749678_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
30441380,1,"TRÅDFRI","Żarówki LED",29.99,1,29.99,0,0,0,"2021-11-17","2021-11-17",30441380,30441380,"IKEA","IKEA","1234","","",0,0.3,0.3,1,0.5,"","",10000,1,2,0,"",0,0,0,"Żarówka LED E14 250 lumenów, bezprzewodowy przyciemniany ciepły biały/żyrandol przezroczysta","Dzięki inteligentnej żarówce LED możesz dostosować oświetlenie do różnych czynności, na przykład przyciemnić oświetlenie, aby uzyskać przytulną atmosferę.","","Meta title-TRÅDFRI","Meta keywords-TRÅDFRI","Meta description-TRÅDFRI","TRADFRI-30441380","In Stock","Current supply. Ordering availlable",1,"2023-11-17","2021-11-17",1,"https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-e14-250-lumenow-bezprzewodowy-przyciemniany-cieply-bialy-zyrandol-przezroczysta__0815706_pe773021_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-e14-250-lumenow-bezprzewodowy-przyciemniany-cieply-bialy-zyrandol-przezroczysta__0806279_pe769886_s5.jpg?f=s,https://www.ikea.com/pl/pl/images/products/tradfri-zarowka-led-e14-250-lumenow-bezprzewodowy-przyciemniany-cieply-bialy-zyrandol-przezroczysta__0984799_pe816409_s5.jpg?f=s","",0,"",0,"new",0,0,0,0,0,"","","","",0,0,0,0,""
